0.94660294	0.21650063	0.06790806	0.36837584	-0.6729622	0.23779842	0.36833277	-0.49821895	-1.0315857	-0.21979961	2.2952502	-0.7323334	0.0074469205	-0.9024709	2.180507	-0.64148325	-0.11581605	-0.48584005	0.6366019	-0.59320354	-2.233642	-1.7038356	-0.71560425	-0.8219613	0.20711009	-1.010296	-0.76301587	0.19061449	1.2652397	2.7152197	-0.70083976	-0.08322987	-0.5738237	0.51866174	-1.7099422	0.74890625	2.3170002	-1.1999336	1.0671725	-1.0638185	1.0872806	0.24274768	-0.19490361	-1.1642133	-2.144754	1.744141	0.110259004	-1.0292507	0.32839796	-0.71308064
0.15263583	0.5585379	-1.2598133	0.6281466	-2.983482	-0.18241245	0.39265072	-0.7022405	-1.3268648	0.17475641	1.6373457	1.0133077	-0.49777022	-0.6051292	1.9979343	-1.105952	0.18501908	-1.9775939	0.06079614	-0.7129227	-1.3494056	-1.0488297	-1.7182416	-1.0141481	-0.5606348	0.20503151	0.58158505	0.114118285	0.5056249	0.47114953	-1.9458911	1.2213959	-0.64087546	1.1703929	-0.94504815	0.93017465	0.066763446	0.67892003	0.67227364	-2.1971257	0.9541164	0.45388928	-0.70263886	-0.5318267	-2.0049314	0.84362036	1.1447943	-0.7327962	0.28384048	-2.9237366
0.23126538	-0.463516	-0.053771462	-0.87286204	-0.7207522	0.035827253	0.65081865	-0.83660716	-1.582532	-0.36549687	0.0013860761	-0.1354401	-0.33357123	-1.3865374	1.714078	-0.9782746	-0.60548353	-1.9532262	-0.6228796	0.16360788	-1.9167508	-1.2812232	-0.2644777	-0.48371172	0.8834304	0.30171666	-0.19043317	-0.5073592	1.0882866	0.5305633	-0.3254222	-1.0027006	-0.07734945	0.21981831	-0.4169404	-0.99917185	-1.2018386	-0.43669802	1.1811918	-1.7694951	1.0872967	0.02667338	-0.9877166	-0.5327987	-1.977857	1.1161928	0.6750806	-0.27907178	-0.82298774	-0.4830432
0.21747026	-0.13724308	0.09486999	0.23668352	-0.8479583	-0.4414224	2.7260752	0.313019	-2.8881326	0.761589	0.128693	0.7522319	-0.9829665	-0.024876092	1.0903624	-1.6218058	0.03612146	-4.377927	0.20748183	0.89374155	-0.24986027	-1.8141938	-0.6553518	-1.39599	0.084608726	1.3002716	-2.2771797	-0.13997063	1.4077901	2.156113	-1.0489862	-0.024178669	-1.906491	0.6820814	-0.5110259	-2.4340067	-0.27174515	-1.458766	0.11017713	1.2909677	1.9213903	-0.17410989	-0.10777208	-1.2525764	-2.1148572	1.1862837	-1.4927096	1.2773285	1.9425055	-1.9434114
0.48307708	0.16633712	2.510283	-1.1550277	-2.1581671	-1.230261	0.80197376	0.0804035	-2.1380277	1.1607958	-0.06182897	0.2803332	0.0684443	-1.7067904	-0.14612062	-1.3198055	0.12591007	-1.0689502	-1.525699	1.2461933	-2.4773338	-1.8370149	0.18704218	1.278191	0.90261406	-0.9903113	0.3108874	1.367622	-0.49209404	-0.41956848	0.603745	-1.5138934	1.1247903	0.1886958	0.7044057	-0.75018126	0.90939385	1.9760171	1.4415923	0.316928	3.595337	1.4789631	-0.7197299	-0.94644254	-2.4530525	-0.4342903	1.6168296	-0.9082447	-1.8336488	-1.3596804
-0.9307516	1.0368042	-0.9219484	-0.5545425	-0.21591377	-0.13273804	-0.46531096	-0.9807155	-0.9354861	0.22229238	1.8980035	-0.38544154	-0.027591392	-1.7651632	0.4327789	0.21528368	-0.55815774	-0.6391355	1.3347327	0.63916636	-2.316272	-0.14725676	-1.4170047	-0.47929284	-0.25254774	-0.3235182	-0.9672371	-0.92803335	1.3222812	0.6585418	0.08268206	-0.012269168	-0.75288254	0.51893604	-0.2882206	1.203525	0.7593822	-0.8312267	0.25483957	-1.4908761	0.038094815	0.5042442	-0.8149993	-2.188742	-2.537258	0.537575	-0.11817709	-0.031052435	0.080231495	-1.2897266
-1.3793777	-0.043333888	0.9864819	-0.6620593	-0.880718	0.042258587	1.6464877	0.73606545	-2.0575335	0.5812012	0.25069144	0.060651515	-0.036789145	-0.16187209	1.0046804	-0.54755205	-1.0355679	-2.3325524	-0.03903819	0.5081568	-2.613923	-1.0773293	0.3892641	0.4861676	1.5248673	-0.33790472	-0.0062808665	1.4914992	1.9222916	0.5034151	-1.1884077	0.24842961	0.06796249	-0.6453666	-0.03252787	-0.4164306	0.27645007	1.2573277	1.0701536	-1.1838123	1.494846	0.690931	-1.4572937	0.016478129	0.026895586	1.2313714	1.1704895	-0.27837193	0.029119976	-0.80763936
-0.25677457	-0.15879151	-0.40891096	-0.52882564	-0.79347605	0.20220669	0.7079846	-0.34040195	-1.411642	0.3753629	0.5426641	-0.26844	-0.24611534	-0.7695153	1.4435688	-0.24644017	-1.2518806	-0.78937495	0.53589827	-0.09271046	-1.7004726	-1.6004544	-0.049041174	-0.51526	0.21095078	0.2229951	-0.20588286	-0.019549169	0.4776944	0.8861785	-0.21456131	-0.30911186	0.42136145	0.14615694	-1.0027313	-0.6737497	-0.35689026	-1.1321391	0.2341783	-1.4116095	0.611469	0.3228773	-1.1831893	-0.25998288	-1.8139498	0.5525284	0.47835112	0.70604783	0.21128668	-1.3018413
-1.4311289	2.4232376	1.0168085	0.7527197	-2.0922203	0.8766852	2.447807	0.7450661	1.3912321	-0.16711362	-0.7962784	1.8472245	-1.5937413	-1.2333711	2.6010177	0.57955617	-2.6860387	-3.1520307	-0.74917734	-1.4943347	-2.5016847	-1.0510832	0.82080835	-0.6116497	-0.27052438	-1.455065	-1.2392734	1.6572614	2.0664358	2.0158463	0.25620902	-0.6249009	-1.8472584	2.2544663	-1.8952281	-3.106836	-1.0319827	-1.8195534	0.32215458	0.026254423	1.1539047	0.94972944	1.0857441	0.7069126	-0.7103396	0.09957379	0.8775787	1.9065295	-0.4910621	-3.0878673
-0.90071553	0.06212438	-0.32559064	-0.57681596	-0.9982026	0.5853307	0.5067917	-0.339258	-1.2233318	0.21897814	0.57096875	-0.26029292	-0.022554737	-0.42504573	1.5735574	-0.7219204	-1.0718626	-1.0162814	-0.12972924	-0.0967103	-1.896096	-0.80298316	0.07803775	-0.35375008	0.68554515	0.39583117	0.11864553	0.016082874	0.24608797	0.46317768	-0.20160477	-0.6428278	0.15387118	0.1094496	-0.6911314	-0.85542005	-0.57329696	-0.68435794	0.4735027	-1.3792341	1.0093502	-0.07528084	-1.2170565	-0.8232372	-2.0535855	0.75935113	0.48971313	0.6396885	-0.19898178	-1.1085955
-0.99026996	0.27629986	-0.8438013	0.8052778	0.41177675	1.2881569	-0.6079199	-0.7026311	-0.64603734	-0.5516758	1.3683027	0.088197425	0.9238305	-0.87725586	0.56716025	-0.8848702	-0.74778014	0.50814503	0.70188373	0.46292332	-1.2904894	-2.1516924	-1.8644799	-0.87158513	-0.31923714	0.093548745	-0.43318272	-0.5265173	0.37597796	1.5686202	-0.23936807	0.1825167	-0.2505265	0.41767743	-0.375479	1.1579165	0.6366309	-0.4838025	0.70897603	-1.1870173	0.34328288	0.5453505	-0.72479403	-1.0789775	-1.9156417	1.4136307	0.84667873	-1.4806807	1.1956481	-1.1868092
